ts-auth-service&qps,ts-basic-service&qps,ts-config-service&qps,ts-contacts-service&qps,ts-inside-payment-service&qps,ts-order-other-service&qps,ts-order-service&qps,ts-preserve-service&qps,ts-price-service&qps,ts-route-service&qps,ts-seat-service&qps,ts-security-service&qps,ts-station-service&qps,ts-ticketinfo-service&qps,ts-train-service&qps,ts-travel-service&qps,slo_reward
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,10.566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,0.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,0.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,0.0,1.1666666666666667,1.7000000000000004,0.0,10.566666666666666,0.0,0.0,99.80000000000004,91.33333333333331,46.866666666666674,0.0,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
0.1,95.87305820388028,23.8,0.0,0.0,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
3.9,95.87305820388028,23.8,4.166666666666667,2.2,3.533333333333333,1.1666666666666667,1.7,18.866666666666667,10.566666666666666,35.70000000000001,3.3333333333333335,99.8,91.33333333333331,46.866666666666674,95.16666666666666,1.0
